Age,Nationality,Gender,Income,Booking_Channel,Month,Occupancy_Rate,Travel_Frequency,Spending
35,India,Female,37732.369206584604,Digital,4,0.7607052177026807,2,329.6846389591727
55,Germany,Male,30603.865028193948,Digital,3,0.7182369569689686,2,162.22991910499607
71,USA,Male,31910.773690136695,Digital,3,0.8032188603280362,4,395.9652463673923
40,Others,Male,12167.251349208296,Digital,4,0.8433118460754356,8,296.4859227213518
44,India,Female,56070.89765429075,Digital,9,0.7803288529298803,2,379.407948121703
50,India,Male,24610.02210797272,Traditional,9,0.9191524743518723,1,99.87703916110485
44,USA,Female,20695.40468524723,Digital,2,0.907374903299482,3,530.0503986725737
34,USA,Female,30227.463278372576,Digital,5,0.7963763642725542,3,332.6946384667675
50,India,Male,20932.52918790737,Digital,1,0.8093356578416611,4,502.90547000658984
39,India,Female,26815.890425533078,Traditional,4,0.8684365737104323,1,186.1671260926812
54,Others,Female,26161.050481400278,Traditional,2,0.7955082636434936,1,220.2639770259383
40,USA,Female,39325.79633163452,Traditional,8,0.7597955741373241,1,177.97018798065048
65,India,Female,21089.911452187025,Digital,4,0.8444465953117631,4,329.2560675681992
42,India,Female,25890.009032717287,Traditional,5,0.8232206421217648,1,117.14178057524025
46,USA,Male,56535.928093184775,Traditional,11,0.7596327593992094,3,355.4507833510608
58,USA,Female,42347.52119554725,Digital,4,0.813958208512488,7,539.5459170839243
37,India,Male,93246.1106493842,Digital,5,0.7919969740695861,3,542.9654452803246
52,India,Male,59607.05359611892,Digital,5,0.7807452154328817,3,385.54560292239864
63,India,Male,58548.55227325973,Traditional,5,0.7607080185833079,3,269.67558126991054
33,India,Male,16506.851776599127,Digital,11,0.8060701555811275,3,280.937107896772
51,UK,Male,32271.190487129465,Digital,3,0.7867071316555256,5,259.90812685152457
52,USA,Male,32173.92777940751,Traditional,7,0.8142353288379365,3,225.97301305997783
57,India,Female,25083.717422207672,Traditional,3,0.8409918811032489,4,254.6276168391683
37,Others,Female,23956.804381287282,Traditional,2,0.8115783184715449,2,140.28302600834957
36,India,Female,53001.25520748473,Traditional,3,0.8124342299688163,3,409.1907963892596
55,UK,Male,28294.304119218796,Digital,11,0.7729411465916262,2,118.27998082619763
52,India,Female,21295.013311078932,Traditional,3,0.8587178007257434,2,134.65338826475553
52,Germany,Female,31927.70658519106,Digital,8,0.7575735339510616,6,348.7405474541315
53,Germany,Female,16013.801593044745,Traditional,4,0.7194003999095936,3,0.0
43,India,Male,36820.37603733545,Digital,3,0.7464508259697957,7,517.840845757085
52,Others,Female,18926.62549936762,Traditional,10,0.8517131955716437,4,17.556718037351196
52,USA,Male,29614.873056441866,Traditional,5,0.8229448910099137,1,164.42043570419006
42,USA,Female,48464.48766473643,Traditional,4,0.8655971311466029,3,280.8227144576137
68,Germany,Male,13093.918177041405,Digital,9,0.7338474237416682,2,88.67010211660538
54,Others,Male,58255.718433310154,Digital,8,0.9160109110133741,10,726.3106813999357
38,USA,Male,13292.059069598909,Traditional,11,0.7858157907379824,1,234.1460917038795
56,India,Female,24504.9708179217,Digital,7,0.7119828265779304,5,334.25716900145295
40,USA,Female,39758.186679537896,Traditional,8,0.9097891583487827,1,196.29439959398468
57,India,Male,44250.510687318034,Digital,5,0.7344948869230332,12,715.003458879807
61,Germany,Female,20947.239272839033,Traditional,4,0.7801052143241394,2,47.183187458292394
41,India,Male,32105.086567372375,Digital,7,0.7897123879780167,4,419.4728662796313
59,India,Male,40568.21473904583,Traditional,1,0.8222041571250165,1,396.2001661479925
54,India,Female,29434.724722723,Traditional,6,0.7604348262033318,1,151.10745692708505
58,USA,Female,66307.3305930113,Digital,8,0.8519656614387889,2,369.8129084494109
68,India,Female,50268.78893676051,Digital,7,0.8376818084755372,3,376.7249266618974
47,UK,Male,34078.16635992031,Digital,2,0.8009533409890234,4,425.76966462584875
42,Others,Male,13587.718854066896,Digital,7,0.8662164717230749,7,162.47583098542813
41,Others,Female,21169.26803171105,Digital,6,0.7966071639580965,6,235.6666514473314
41,USA,Male,28430.907758883568,Traditional,5,0.7862177073245646,3,175.30073329692686
49,Others,Female,13322.3627521032,Digital,4,0.8999051383329417,7,53.86439580595561
53,Germany,Male,26372.632190296503,Digital,1,0.8147868021144944,2,406.0199131049719
52,Germany,Female,16834.35673877336,Digital,2,0.7507174308603666,6,398.09308696366423
58,India,Female,45851.675634854735,Digital,7,0.7574865359901597,4,439.32493105413914
50,India,Male,19348.48356515304,Digital,10,0.8009479070326376,2,251.24051499434358
64,India,Female,78040.672691469,Traditional,3,0.6801000862068818,3,362.6029322309339
47,USA,Female,21105.707464025993,Traditional,5,0.7683505267392456,1,117.80751778989043
77,USA,Male,36868.62792618537,Digital,8,0.794980300576656,4,456.3395571308313
56,USA,Female,49089.2212546943,Digital,8,0.7916401239841142,4,421.2631449550498
41,India,Male,24838.369480420348,Traditional,6,0.7371278376128345,2,122.43963519479385
39,Germany,Female,33733.082849052356,Digital,5,0.7775742104280068,3,234.98363837668512
54,India,Male,17869.9053080945,Digital,2,0.8589901948582693,4,578.234746971693
47,USA,Female,68290.36437895108,Digital,9,0.8486574415171444,3,445.74338039549866
57,Others,Female,22182.84746437445,Digital,1,0.8047808197364512,3,442.03545627384517
54,Others,Female,16346.912098565197,Traditional,11,0.7965545011804505,2,47.4133098736108
49,Germany,Female,18966.11251314367,Traditional,2,0.7919186625769052,5,288.5692695378292
41,Others,Male,33006.49484922905,Digital,1,0.8118155031297463,6,493.44072848237187
34,India,Male,24667.391351042184,Digital,12,0.8051284422337256,2,524.2921324286618
45,Others,Male,15143.416397822702,Traditional,4,0.8162070485435514,1,69.02740242288155
58,USA,Male,29575.358465063968,Traditional,4,0.8250897087469429,3,264.739592932833
52,India,Male,18342.646761406442,Traditional,5,0.73944462554064,3,218.06536704236655
37,USA,Male,82103.59331965832,Traditional,5,0.784486565419265,4,481.9651613011174
51,USA,Male,24891.155349407607,Digital,8,0.8098956204948099,5,409.5219180752199
53,USA,Female,50074.81675910248,Traditional,11,0.7517082461638229,1,168.20628984881847
41,UK,Female,24458.547916077066,Traditional,11,0.766308932282031,4,22.40356218894047
51,Germany,Female,13463.437740133442,Digital,3,0.7891051646190715,8,216.98234331750805
50,UK,Female,21960.982726941125,Traditional,6,0.7915582670881727,2,0.0
38,USA,Male,48896.7640175742,Digital,12,0.8108301393445657,6,668.738741015251
53,Others,Male,20047.692372235586,Digital,12,0.7575984618521023,3,441.0837037691938
55,UK,Male,39996.8697156675,Digital,3,0.8484010227447367,4,93.84099852939815
60,India,Female,55062.42411404695,Digital,2,0.7911462054745587,8,921.7153629236047
60,UK,Male,34872.62537951374,Digital,8,0.80725988508027,2,115.99703668798766
36,India,Female,26255.656275548856,Digital,1,0.781508377915939,3,488.6374879786474
40,India,Male,19255.34347314518,Digital,9,0.8117825375096257,5,367.8773587073249
55,Others,Male,16207.124318871247,Digital,11,0.8835610579720315,4,281.21446328552935
55,India,Male,36445.94847980767,Digital,7,0.7810440578693537,7,540.1777572635846
55,India,Male,43406.23897210481,Digital,12,0.7727751822790156,3,529.235678549974
80,Others,Female,7436.936614097948,Traditional,10,0.7584922222511159,4,27.47331976537461
55,Germany,Female,21937.294204968548,Digital,12,0.7970189075158436,2,329.45237174390496
61,USA,Male,35757.29991734817,Digital,11,0.7964398159865143,6,360.87970761801506
59,USA,Female,28758.6243878984,Traditional,4,0.8025721507299092,1,181.64534957466043
56,USA,Male,63013.35881740653,Traditional,3,0.8234127939868159,1,179.36756644954497
46,UK,Male,27197.763839609048,Traditional,6,0.8171084053523704,2,91.35893666633858
57,India,Male,63612.23227155098,Digital,9,0.7988739259233647,6,616.2608353759601
42,USA,Male,29657.930760455703,Digital,9,0.8976900784019456,3,416.3007018962122
47,Others,Female,35197.79600929058,Traditional,4,0.8345340142046036,2,88.019435773873
45,India,Male,74831.80733824903,Digital,10,0.745537002857967,7,784.4928812035295
50,USA,Male,63660.00839728997,Digital,5,0.722739900711887,4,602.9019699125059
73,India,Female,19137.294683052038,Digital,11,0.7652175437232792,7,398.9757476281552
31,UK,Male,19402.592327025934,Traditional,9,0.8076329190025064,6,198.60641649065474
56,USA,Female,27802.54258485131,Digital,2,0.7610250172016109,3,476.8754301094405
33,India,Male,42196.49229704772,Traditional,2,0.7686186377596724,1,291.32586531805435
45,Others,Male,31044.495017080477,Traditional,5,0.8013033519288243,1,42.264816076928525
60,India,Male,21720.651545642235,Digital,1,0.7829013670556861,3,575.1885095124229
50,India,Male,34179.60380130753,Traditional,8,0.6976149628765772,3,195.20298172972537
39,India,Male,12034.122581954407,Traditional,5,0.8538588264246194,4,176.16872544104086
42,USA,Male,67943.89778167613,Traditional,12,0.8422478445453416,3,470.0231305353814
56,USA,Female,25572.631786649603,Digital,10,0.7357439570843485,3,325.1465745570225
42,India,Male,33975.5721102179,Traditional,2,0.8028445549828936,3,451.3237030989813
52,USA,Female,28300.655647358184,Digital,12,0.7441724234856656,2,537.0651916890076
50,USA,Female,58599.35071851345,Traditional,9,0.7695601710072513,1,183.52680671023407
43,Others,Male,5330.747649646011,Digital,2,0.8243076475427676,6,318.725434918771
71,Others,Female,21844.289774923905,Digital,7,0.8405023558700027,5,240.6316362749232
56,Germany,Male,20891.35302018913,Traditional,8,0.8393321469573083,1,31.68026666852844
29,Others,Female,17556.53995003592,Traditional,6,0.8122419602049977,6,125.58688210536992
51,USA,Male,78321.57453930184,Digital,11,0.8637602868216223,3,527.5904319186816
43,Others,Female,14133.954054982145,Digital,7,0.769471915028531,3,179.05298534494395
58,USA,Female,48599.24120622171,Digital,11,0.7805685418155351,6,647.100843262441
42,Others,Male,26321.105697835323,Traditional,1,0.670268605837733,5,353.85070600236617
48,Others,Female,41388.55309400984,Traditional,4,0.7953471741084156,3,146.56599760579266
55,Germany,Male,15778.530369914992,Traditional,7,0.8289846732018284,6,79.46233634908434
58,Others,Male,15268.017353206435,Digital,1,0.8142629806004451,4,364.2118618825978
37,UK,Male,38102.491540434174,Digital,1,0.7687989823378325,5,426.34030441747154
46,India,Male,40868.94498378516,Traditional,11,0.8422262803157268,1,159.94751736212856
45,India,Male,15260.093543038918,Traditional,6,0.7963084623810237,1,221.6741300608872
43,UK,Female,16820.396271108686,Digital,4,0.8383213356004351,1,39.282603667503935
67,USA,Female,40080.94987813545,Traditional,3,0.8243074842553132,2,299.9719904914484
54,UK,Female,33485.97959888862,Digital,12,0.8712254479451514,5,452.41865728023436
37,Others,Male,15683.816654975199,Digital,5,0.8169681681283102,4,117.29737139219426
59,USA,Female,7695.085160472301,Digital,9,0.8304971336467142,7,290.04486606882955
71,Germany,Female,28612.86133831927,Digital,10,0.7961641455647449,5,272.59015270855116
60,Others,Female,11966.180461540545,Digital,10,0.7748554924960503,1,116.37179783170106
34,Others,Female,8033.138689054319,Digital,12,0.8245366103780183,7,451.77251958588124
45,Others,Female,5344.573561102896,Digital,12,0.8751365348769855,3,337.79657876699304
62,India,Male,49635.19998891167,Traditional,11,0.769205967603851,2,274.793982788315
42,Others,Male,23489.49843629317,Digital,10,0.7875931835606207,3,197.4485234398559
54,Germany,Female,19676.33275798654,Digital,3,0.8013325217608838,6,224.97093920554786
57,USA,Male,66169.65741123307,Digital,5,0.8342448154970857,3,436.2639020398843
40,India,Male,45439.06377409386,Digital,10,0.8172728991444081,6,527.744266078998
49,Germany,Female,49421.9541952992,Traditional,5,0.84565315782167,3,159.7117101885213
18,USA,Female,16466.73183390496,Digital,9,0.8986954737820574,3,296.702420736758
39,UK,Male,21649.219630989504,Traditional,11,0.7680549345006902,2,106.11009106237513
47,UK,Female,9814.76646285689,Traditional,12,0.8304864489072695,3,287.10483638617774
37,USA,Male,29459.56553194955,Digital,10,0.8160319889093586,2,249.72368286733223
66,UK,Male,19451.74521145542,Digital,11,0.8009520108713976,3,206.8016271053817
35,Germany,Female,30130.90953318932,Digital,4,0.8303042611838392,4,219.5676716098641
45,India,Male,33801.046707837246,Digital,1,0.7866598489800795,1,468.55677782799455
51,USA,Male,45123.96130723849,Traditional,10,0.8161522865823494,1,230.5983549908051
64,USA,Male,46966.279919314344,Digital,5,0.7347353785143026,1,311.209177556144
35,India,Female,97044.93977048623,Digital,1,0.773059236094709,2,599.2676091089492
61,Others,Female,18813.908184612348,Digital,6,0.8523760407054882,4,215.6037066645554
50,USA,Female,20639.329998899157,Digital,12,0.8504541491302211,5,548.8899741309425
40,UK,Female,24910.428440787724,Digital,10,0.8129716648359093,8,338.7960997132083
54,USA,Male,22121.938657464612,Digital,10,0.7773475122805128,3,315.64454173814676
51,India,Female,69317.0018706417,Digital,7,0.8412632914842472,6,706.1092059776182
43,Others,Female,19118.10327387341,Digital,1,0.861824369074832,10,538.5414274308207
50,Germany,Female,16600.893796586497,Traditional,10,0.7793816565054494,2,92.9931761723867
46,USA,Female,26103.044852783532,Traditional,4,0.7272490156674093,1,145.57851887386116
51,India,Male,47319.313947861956,Digital,9,0.822456746272701,3,483.33575680566224
56,USA,Male,30533.86322861306,Digital,1,0.8456884138703722,6,626.1107203094201
65,India,Male,23971.758758150398,Traditional,9,0.8293741763169039,2,138.08186201146344
37,UK,Female,50649.060407399695,Digital,8,0.8782539598614971,1,159.77563902794907
71,USA,Female,21533.824011985787,Digital,5,0.8784650332764072,2,284.10338112664664
30,India,Male,33632.5001602576,Digital,6,0.7847301351676583,2,288.094420173333
48,India,Female,45780.7137343834,Traditional,7,0.8099497192788561,2,244.14439615097683
55,Others,Female,9743.273659051292,Digital,4,0.7751732578993479,1,147.33800017322892
52,Others,Male,28004.773330100474,Traditional,6,0.7488968151696338,4,128.78213829787083
43,USA,Male,19494.96040474467,Traditional,7,0.7518280347599006,3,275.17947536325784
47,Germany,Female,33236.08261257214,Traditional,11,0.8358510676631522,1,27.174923094179928
45,India,Female,20417.33557682451,Traditional,6,0.8151443760343222,3,232.51248347100875
44,India,Female,46716.35628719907,Digital,11,0.844498042025042,4,449.3291581766495
58,Germany,Male,38288.94660589489,Digital,12,0.9265810704983231,3,507.8689288606473
53,Others,Male,33884.679627181635,Traditional,6,0.8249933801620699,1,0.0
43,Others,Male,24975.692331638245,Traditional,2,0.7606039710449801,4,271.64174083306546
58,UK,Male,19620.878905743244,Digital,5,0.851756341033748,4,282.571574901386
53,India,Female,24766.700792754535,Traditional,3,0.7596743853829446,2,188.43330218021862
58,Germany,Male,45959.568595996396,Digital,7,0.8874168442392372,1,67.32906579706238
56,India,Male,23288.559212116823,Digital,4,0.7014275420663996,1,372.51956625226217
41,UK,Female,13114.4107682744,Digital,1,0.7726725524832119,4,303.90713313524617
44,India,Female,46080.70411952105,Digital,12,0.831106913655549,5,685.3192449948755
57,UK,Female,14793.328756103285,Digital,12,0.8588760496912272,4,413.05313765563085
56,USA,Male,20546.24255926659,Digital,6,0.7661508436854909,3,356.68273119236346
49,USA,Female,16053.191835200434,Digital,6,0.7570871016073338,5,286.47459447469225
51,Others,Female,17301.441146283716,Digital,7,0.807418359581819,2,253.9076898609523
62,USA,Male,31701.129690665966,Digital,11,0.8954496925116193,7,498.2628399626386
44,India,Male,37309.78754714157,Traditional,8,0.7230811183334094,1,185.21176613669627
55,USA,Female,53163.01518412329,Digital,3,0.7842939951413768,7,572.2511910911256
47,USA,Male,42998.223073126304,Digital,6,0.8130092509862893,2,360.0659022892141
47,USA,Female,30032.307514397125,Digital,10,0.7602025318379401,7,535.2643756357328
60,USA,Female,29922.538455547365,Digital,2,0.7600306891145036,5,585.4255506103863
58,Others,Male,28426.54681230459,Traditional,9,0.7883304192695775,3,0.0
58,India,Female,62426.81499733276,Digital,2,0.8146354913024738,4,664.485290018358
63,Others,Male,23462.46290222322,Traditional,3,0.790246917675167,1,6.842235441278753
50,UK,Male,17421.050849440824,Digital,12,0.8732782826182983,4,293.4455330544125
56,India,Male,20111.199090449147,Digital,10,0.8296301889200876,3,336.52665034680825
46,UK,Female,10693.564252815944,Digital,12,0.8191582011607537,7,411.588343531423
53,India,Male,46101.46209137817,Digital,12,0.8513826809654186,2,506.41730488449747
48,Germany,Male,29407.036511609294,Digital,2,0.8200401445707461,2,400.98934811387534
50,India,Female,44096.99288942097,Digital,9,0.7778406686349266,1,248.33299432781257
55,India,Female,30981.18565706832,Digital,1,0.786842377345281,3,476.3805499582398
41,Others,Female,44509.920368831474,Digital,5,0.743528189319429,4,225.29564347045675
70,Others,Female,17290.98856724304,Traditional,1,0.9002439093270539,2,193.18477961963987
39,Others,Male,35512.307964585874,Digital,5,0.8465361984867033,4,281.4898613113875
37,India,Male,32405.83119085971,Digital,8,0.6720209123424753,9,569.4924108540022
61,Germany,Male,16249.616990428587,Digital,8,0.8666564216321496,7,167.9844665222437
57,India,Female,44432.66880529318,Digital,11,0.7267033679779693,4,394.0727467878786
56,India,Female,40549.67997687557,Digital,8,0.826033448898814,4,500.68203405019557
56,USA,Male,39495.873921185725,Traditional,2,0.6897987123244329,3,509.4047672807939
49,UK,Female,22940.041758746273,Traditional,8,0.7785935329351714,1,0.0
41,USA,Female,32419.60356936964,Digital,12,0.867046675387092,4,646.0049221707993
50,India,Male,109059.74218937167,Digital,5,0.8698316943309718,4,799.0573617148798
43,Others,Male,39820.1491253788,Digital,1,0.8153387696401985,6,537.6297121456563
59,USA,Female,47423.75562215701,Traditional,7,0.8393732396618928,3,277.11090205232824
48,USA,Female,34939.20000621065,Digital,6,0.7293214887095795,6,438.3047351780586
41,USA,Female,54668.541233471784,Digital,5,0.8269166636334999,4,453.16113978377047
46,Others,Male,28538.159148456896,Digital,1,0.8425485371640921,4,452.57235782068483
54,India,Male,33475.445686968116,Traditional,1,0.928487291885007,1,351.8385109432336
44,India,Male,28386.89702925917,Digital,6,0.7688390350159288,5,430.19662452359876
